mz	p.value	t.score	mode
219.0796	0.031215777	-3.503029845	positive
305.1357	0.748344589	-0.543166892	positive
370.2945	0.004502646	-5.078944483	positive
381.1839	0.548560994	-0.964637805	positive
348.0699	0.651348314	-0.737734521	positive
175.0713	0.451181206	-1.182429763	positive
372.3101	0.03121402	-3.504928146	positive
323.1314	0.502509869	1.072598017	positive
456.75	0.005199548	-4.960196778	positive
457.2515	0.008433189	-4.538466814	positive
160.1331	0.146744257	-2.274285338	positive
188.0705	0.293871871	1.639819463	positive
232.1341	0.436254754	1.220105999	positive
344.279	0.006931601	-4.719723811	positive
426.3572	0.432735761	-1.228994256	positive
185.1647	0.16977087	2.148892155	positive
424.3415	0.880782791	0.249001165	positive
223.1439	0.843722492	-0.335157438	positive
398.3259	0.092701581	-2.676535023	positive
400.3415	0.211747296	-1.939551461	positive
175.1077	0.421181631	-1.269479694	positive
219.0797	0.009188574	-4.482268021	positive
306.0977	0.316892941	1.569091387	positive
358.179	0.001460151	-6.688252885	positive
370.2946	0.002421325	-5.882971721	positive
101.071	0.173120128	2.134710062	positive
194.1176	0.040289045	3.321668325	positive
326.1528	0.002466143	-5.779555296	positive
609.2795	0.502083326	-1.077632594	positive
314.2321	0.004360763	-5.117065586	positive
316.2477	0.006809982	-4.748593672	positive
372.3102	0.02386141	-3.674162253	positive
296.1862	0.017990512	3.892969768	positive
321.1158	0.598756772	0.85633194	positive
288.2166	0.020466916	-3.796401617	positive
340.1319	0.001869257	-6.257005804	positive
344.2789	0.029477098	-3.547973295	positive
402.091	0.297844461	1.627411738	positive
288.2165	0.012346986	-4.188110366	positive
316.2476	0.072798642	-2.868860555	positive
370.1631	0.081940807	2.783065775	positive
923.4806	0.929781537	-0.145481487	positive
425.0445	0.141424759	2.300141064	positive
315.0407	0.410088517	1.306197418	positive
112.0506	0.482998037	1.11304679	positive
244.0926	0.561971198	0.934726307	positive
408.0684	0.575644318	0.905426364	positive
267.0537	0.50669221	1.063216404	positive
426.0567	0.631192173	0.785224551	positive
591.1276	0.271265627	1.714628317	positive
288.2165	0.015692515	-3.995904284	positive
124.9998	0.230736964	1.873157933	positive
140.0106	0.274807162	1.698954006	positive
203.1389	0.825920838	0.379962304	positive
411.1655	0.079737937	-2.80741272	positive
454.2921	0.114106735	2.501961535	positive
552.2598	0.163594049	2.180732127	positive
370.1632	0.242649266	1.824658315	positive
237.1231	0.034040434	3.43456106	positive
281.1493	0.082418691	2.777428859	positive
555.2347	0.159948615	2.199279444	positive
286.2007	0.006862159	-4.729805146	positive
272.2015	0.664706141	0.709193965	positive
260.1852	0.004329996	-5.153879735	positive
340.132	6.88E-05	-9.489725588	positive
313.2013	0.840688859	0.341095459	positive
233.1494	0.154774828	2.22944094	positive
274.154	0.242649266	1.825306461	positive
274.2008	0.415308809	-1.288996323	positive
139.0977	0.16126967	-2.190621739	positive
326.1528	0.001869257	-6.285743625	positive
388.305	0.008678104	-4.519666238	positive
237.1231	0.030053918	3.528615182	positive
399.1472	0.831764341	0.361916908	positive
281.1492	0.022183656	3.721974661	positive
438.1698	0.464397729	1.15591651	positive
312.1371	0.004114969	-5.213414755	positive
124.9998	0.241518307	1.830466883	positive
267.1364	0.296228269	1.633435918	positive
312.1701	0.862243254	0.295768454	positive
334.1066	0.371063583	1.414546459	positive
349.2138	0.958193573	-0.089980432	positive
454.2922	0.211747296	1.939633254	positive
528.2149	0.615023849	0.820360716	positive
552.26	0.423992437	1.260224783	positive
555.2348	0.283800946	1.673349849	positive
329.1624	0.096423787	2.638946551	positive
260.1853	0.004360763	-5.135547354	positive
379.1935	0.063751495	-2.962993621	positive
460.1457	0.131295122	2.380349377	positive
197.092	0.031822264	3.491611848	positive
243.0879	0.507172657	-1.060992937	positive
381.1857	0.529927182	-1.011831256	positive
382.1919	0.56323931	-0.931235428	positive
242.0913	0.312110228	-1.582259364	positive
430.1723	0.781948029	0.46692982	positive
609.2798	0.491404389	-1.095123314	positive
312.1372	0.002421325	-5.891414285	positive
339.2196	0.208523028	1.955915251	positive
419.1814	0.692831906	0.656904284	positive
219.104	0.612639479	0.826987549	positive
438.1698	0.16977087	2.149223274	positive
443.1738	0.31319213	1.578109694	positive
332.2427	0.000215999	-8.243089586	positive
411.1962	0.835272	-0.353630079	positive
349.2138	0.840032649	-0.342806003	positive
271.0961	0.906637529	0.19429752	positive
302.1165	0.767236146	-0.50121803	positive
132.1019	0.647714283	0.749986968	positive
397.1806	0.391454184	1.353485701	positive
304.2114	0.017953997	-3.898576166	positive
227.1137	0.75739043	-0.522504317	positive
216.1705	0.033473828	-3.453644641	positive
158.1176	0.015101544	-4.022902991	positive
246.1697	0.015798799	-3.987442499	positive
339.2196	0.390474274	1.361739102	positive
489.2685	0.012738628	-4.152033545	positive
189.1346	0.009535636	-4.455358576	positive
368.1483	0.191407954	-2.031110456	positive
555.5126	0.72818124	-0.590273948	positive
429.1645	0.00589303	-4.882782462	positive
304.2114	0.012738628	-4.159828655	positive
329.0911	0.154774828	2.226326588	positive
419.1815	0.808273253	-0.416306102	positive
132.1019	0.695245119	-0.651404317	positive
154.0717	0.596590836	0.861837245	positive
202.0526	0.11817874	-2.46904041	positive
148.0423	0.56415274	0.928209902	positive
199.107	0.840066377	0.342301341	positive
335.0744	0.147735579	2.267520473	positive
205.0968	0.846194455	0.325891058	positive
198.0978	0.559288236	0.939703286	positive
218.1279	0.767236146	0.500310631	positive
104.1069	0.740512095	-0.561546057	positive
189.1231	0.256562118	1.774665831	positive
219.1338	0.985977156	-0.027810717	positive
383.1726	0.008084556	-4.589707364	positive
229.1247	0.824847457	0.383512032	positive
246.1225	0.324750103	1.54464572	positive
250.1176	0.716012104	0.608405823	positive
312.1369	0.022892388	-3.704245013	positive
200.1279	0.946009819	-0.114325294	positive
232.154	0.004114969	-5.209517463	positive
283.0961	0.779179765	0.476520067	positive
144.1019	0.092627395	-2.679526714	positive
345.0863	0.78225692	0.466107586	positive
419.1814	0.995880187	0.005771103	positive
200.128	0.162431031	-2.185738116	positive
835.7702	0.095747853	-2.650938388	positive
246.1227	0.341629264	1.494271021	positive
338.146	0.387688073	1.371342536	positive
839.564	0.074680676	-2.851168511	positive
154.0861	0.629666582	0.787572921	positive
383.1378	0.088109211	-2.721320423	positive
539.2994	0.149623314	-2.260044451	positive
528.3083	0.113461981	-2.506951972	positive
249.1336	0.47778096	1.127073638	positive
312.1372	0.004616138	-5.059405272	positive
130.0499	0.018397902	-3.877044048	positive
150.0583	0.081058655	-2.794396971	positive
244.1112	0.041199155	-3.303941258	positive
196.0635	0.16977087	-2.151648139	positive
336.2536	0.416419412	1.28387494	positive
393.1793	0.092701581	-2.675878973	positive
146.0601	0.945918882	0.117070938	positive
257.0805	0.052755213	-3.110450886	positive
118.0862	0.048705597	-3.167668112	positive
249.1336	0.058816562	3.025159495	positive
244.1111	0.033927494	-3.44240283	positive
276.1801	0.196458039	-2.001912806	positive
373.1171	0.957554874	-0.092069073	positive
177.1386	0.841804595	-0.339120353	positive
138.055	0.12760076	2.403979774	positive
179.0048	0.609242683	-0.835806619	positive
419.1816	0.577023336	-0.89762079	positive
137.071	0.004114969	5.229005429	positive
316.2479	0.03444003	-3.426999128	positive
189.1232	0.012346986	4.189090102	positive
635.2949	0.907007767	0.193365923	positive
230.1748	0.58222628	0.886086589	positive
229.1544	0.952482793	0.101351888	positive
177.1386	0.958193573	0.083981731	positive
322.2383	0.179077562	2.098201879	positive
355.0621	0.010541388	-4.345203916	positive
131.1179	0.010804269	-4.308967507	positive
218.1385	0.059487992	-3.013302171	positive
265.1213	0.833397001	0.356806188	positive
230.0957	0.30194302	1.611691703	positive
442.1662	0.151784859	2.248488021	positive
461.1397	0.430549722	1.238454072	positive
126.1026	0.279257693	-1.686180697	positive
195.0649	0.299358845	1.620101343	positive
227.0913	0.29081674	1.65107236	positive
397.1806	0.554316566	0.95150386	positive
456.1867	0.063788329	-2.961412713	positive
459.1948	0.044178408	-3.256023224	positive
120.1018	0.000184324	8.433879961	positive
266.1125	0.016224072	3.965946075	positive
295.1646	0.353909255	1.456728986	positive
265.1214	0.304020598	-1.601822024	positive
269.044	0.635382303	0.771437421	positive
272.1059	0.052755213	-3.112741591	positive
148.0968	0.34221328	-1.491859752	positive
232.129	0.088948562	2.708296776	positive
355.0622	0.012069187	-4.205586284	positive
226.1184	0.053056553	-3.1061851	positive
403.0919	0.611560174	0.828797395	positive
161.1284	0.11481174	-2.494216649	positive
263.0787	0.334466633	1.514648527	positive
278.1166	0.051923441	-3.127033233	positive
477.2102	0.044714563	-3.233104019	positive
426.1711	0.02093338	-3.776693647	positive
403.1954	0.513691834	-1.04502218	positive
195.0649	0.190808254	2.033503928	positive
244.1289	0.692831906	-0.655667145	positive
276.155	0.686380591	-0.670227021	positive
122.0812	0.535662142	0.997167894	positive
230.1133	0.900796641	0.204394066	positive
160.0968	0.088948562	-2.707697173	positive
271.1219	0.024887418	-3.648336323	positive
332.1269	0.02681143	-3.605462033	positive
458.1792	0.3000783	1.616234494	positive
130.0863	0.010724793	-4.325073318	positive
186.1285	0.747415721	0.54608636	positive
332.127	0.009208765	-4.477178076	positive
442.1662	0.28354424	1.675614275	positive
269.044	0.692831906	0.657797286	positive
253.1179	0.16977087	2.148959566	positive
282.1706	0.043114047	3.278102636	positive
212.1391	0.867826986	-0.2847539	positive
244.1112	0.004402286	-5.097331322	positive
246.1445	0.395668798	1.343653895	positive
332.127	0.015692515	-3.998354687	positive
190.1073	0.818249717	0.39505003	positive
230.1133	0.664706141	-0.709518655	positive
241.1543	0.890361549	-0.230356716	positive
255.1448	0.879060222	0.254273139	positive
255.065	0.240589075	-1.834366432	positive
218.1183	0.31319213	1.57856268	positive
116.0707	0.097039425	-2.632590506	positive
227.0307	0.335513684	1.512140836	positive
255.1447	0.99140725	0.016108425	positive
246.1081	0.192452549	2.018283838	positive
186.1124	0.404313643	-1.320172208	positive
835.663	0.793500824	-0.4441048	positive
274.2163	0.120626538	2.449258023	positive
463.1947	0.062205748	-2.981292611	positive
232.1339	0.086047036	2.737455835	positive
359.2394	0.001869257	-6.269567904	positive
336.2538	0.152504063	2.242012898	positive
339.0536	0.830780092	-0.366188003	positive
198.0873	0.47778096	1.125533823	positive
429.1926	0.033473828	3.458770844	positive
442.184	0.456135491	-1.169401768	positive
191.1025	0.083079871	2.766921642	positive
296.1234	0.010982371	4.281217876	positive
221.113	0.106310735	2.555801206	positive
338.0743	0.781323438	-0.468924905	positive
419.1815	0.99697692	0.003855171	positive
302.1164	0.005199548	-4.966196322	positive
215.1391	0.390797416	1.358615347	positive
202.1107	0.123269608	2.428996845	positive
220.1341	0.239451725	1.838476252	positive
146.0811	0.810541688	0.411604744	positive
230.0956	0.200311609	1.983918334	positive
250.1806	0.350989384	1.467109706	positive
145.0495	0.004360763	-5.127641857	positive
204.123	0.005199548	-4.971086856	positive
227.1065	0.538293966	-0.988086772	positive
442.1663	0.312110228	1.581489658	positive
85.0284	0.004329996	-5.153225665	positive
144.1019	0.006436676	-4.807821633	positive
202.1107	0.13479076	2.345916917	positive
217.1177	0.869968161	-0.277454191	positive
310.1391	0.128016024	2.400519203	positive
322.2382	0.151014144	2.254374834	positive
180.1027	0.200814648	1.981879145	positive
344.2791	0.007775202	-4.618629177	positive
219.1339	0.844173494	-0.332759992	positive
247.1114	0.154774828	2.2266075	positive
426.171	0.654859786	0.72905896	positive
256.0139	0.835799965	0.349380269	positive
336.254	0.502086297	1.07412692	positive
123.0552	0.165967922	-2.170788433	positive
255.0971	0.120128697	-2.452304933	positive
206.1182	0.067908481	2.91979219	positive
306.0481	0.891297497	-0.225944557	positive
401.146	0.003098813	-5.562139478	positive
168.0437	0.088671474	-2.716468537	positive
129.1275	0.2737093	1.701984352	positive
267.1084	0.523594763	1.024520847	positive
283.1684	0.214185173	1.927513017	positive
315.1476	0.206423191	1.962133049	positive
489.1903	0.650598917	0.74012454	positive
189.1233	0.530593836	-1.010003676	positive
111.1169	0.297947363	1.626066982	positive
144.0848	0.523594763	1.023155585	positive
143.0815	0.890361549	0.231141547	positive
248.149	0.011820105	-4.228289315	positive
315.1477	0.404313643	1.319763967	positive
397.1504	0.387688073	1.369338019	positive
236.1651	0.777227787	0.481188219	positive
241.1544	0.779179765	0.475065448	positive
217.1181	0.828285239	-0.37392036	positive
117.066	0.134410953	2.348324912	positive
218.1279	0.214185173	1.927561743	positive
230.1133	0.946009819	-0.115169289	positive
262.1394	0.850479841	-0.315764491	positive
149.0961	0.180423549	2.092730389	positive
232.1289	0.304020598	-1.602829154	positive
281.1381	0.104447221	2.567787799	positive
187.1077	0.45202314	1.179427767	positive
261.1441	0.479839269	-1.119957024	positive
253.032	0.925881002	0.154636262	positive
129.0657	0.958193573	0.087275049	positive
241.1542	0.651957929	0.736533991	positive
308.2225	0.126567646	2.40996986	positive
770.5678	0.952482793	-0.101691096	positive
939.1185	0.159948615	-2.200796177	positive
126.0219	0.353038293	-1.459870983	positive
168.0517	0.313379966	-1.57719841	positive
207.0974	0.008097704	4.584548076	positive
237.09	0.735763327	-0.573544101	positive
429.2615	0.007735368	-4.625726667	positive
250.1444	0.569930774	0.914286182	positive
232.1289	0.270460365	-1.720449216	positive
461.1952	0.274941359	-1.697949644	positive
247.0575	0.401901948	-1.330172407	positive
204.0977	0.043948668	3.263692833	positive
200.1029	0.102007633	2.58571796	positive
282.2054	0.613179925	-0.825133479	positive
461.1951	0.253551482	-1.786880286	positive
237.0901	0.923462203	-0.164330216	positive
170.0924	0.001884278	-6.184325079	positive
216.1229	0.426080012	-1.254569016	positive
241.1544	0.858713054	0.300895386	positive
426.1711	0.855605342	-0.30605054	positive
86.06	0.057503005	-3.052011714	positive
234.1496	0.541998144	0.978667494	positive
247.0575	0.32555769	-1.541778916	positive
175.1077	0.654859786	-0.728956414	positive
212.1392	0.370676318	-1.41608255	positive
260.1061	0.631510949	-0.783470851	positive
322.1869	0.060197108	-3.004128817	positive
104.0706	0.13479076	2.344933135	positive
288.2026	0.039858458	3.330354553	positive
362.1374	0.058816562	-3.02579497	positive
120.0655	0.385595719	-1.378435298	positive
255.0972	0.080533476	-2.799577678	positive
155.0814	0.304020598	1.604039623	positive
90.055	0.431854887	-1.234947602	positive
236.0521	0.115961215	2.48532584	positive
307.1931	0.419923499	1.27411567	positive
328.1177	0.160898495	2.194149234	positive
129.066	0.004273911	5.17448596	positive
315.09	0.046315074	3.203168355	positive
331.0639	0.069435909	2.90122097	positive
308.2226	0.580702089	0.890278628	positive
94.9296	0.942491101	0.123116532	positive
189.0522	0.472308508	1.140218055	positive
112.8957	0.952482793	0.101968598	positive
136.9402	0.083079871	-2.769199335	positive
156.042	0.841804595	0.338372324	positive
202.9692	0.970942986	0.056251893	positive
308.0047	0.140733718	-2.306233249	positive
363.1145	0.974390023	0.050396789	positive
241.1542	0.746451953	0.548877282	positive
786.1627	0.096338982	-2.640438721	positive
230.0956	0.039858458	-3.331903021	positive
127.0324	0.106519777	-2.553814751	positive
76.0757	2.59E-06	13.11134278	positive
110.027	0.90633476	-0.195146747	positive
268.0513	0.15883898	-2.207060944	positive
308.2225	0.652783226	0.735068417	positive
112.0869	0.046315074	-3.207096898	positive
446.7865	0.758646546	-0.517317034	positive
201.9837	0.537306992	-0.99368003	positive
294.207	0.192452549	2.018286528	positive
372.3103	0.021145072	-3.766869535	positive
95.0604	0.096310678	-2.643925483	positive
126.0219	0.121478214	-2.438355944	positive
118.0613	0.154145447	-2.234783939	positive
227.1137	0.215290244	1.923865399	positive
241.1544	0.891759582	0.221954781	positive
388.8277	0.182834249	-2.080022127	positive
302.2475	0.13479076	2.344245153	positive
129.0658	0.069591936	2.897606417	positive
246.1333	0.299358845	1.618945168	positive
288.2026	0.626302645	-0.792761472	positive
209.0129	0.140733718	2.307216697	positive
160.0968	0.009564347	-4.442394806	positive
274.0593	0.869968161	-0.277521462	positive
162.0426	0.192452549	2.021086354	positive
120.9662	0.540977385	-0.98173684	positive
398.326	0.019001901	-3.842455989	positive
244.9539	0.725443718	0.593982502	positive
268.998	0.747645344	0.545312945	positive
310.0245	0.75603984	0.529411629	positive
147.0221	0.698032471	0.646138838	positive
329.2683	0.689503791	0.664602107	positive
